FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.1559,4552,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.562754102428121 55.67130308430392)
cykelstativ.1560,4557,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.562133702472059 55.67071234964802)
cykelstativ.1561,4558,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.559931246609445 55.67020438934791)
cykelstativ.1562,4559,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.560125370057204 55.6702931718018)
cykelstativ.1563,4560,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.560025441854995 55.67023813508465)
cykelstativ.1564,4556,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.561779846646271 55.671006789831374)
cykelstativ.1565,4564,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.561109097998044 55.670646884303785)
cykelstativ.1566,5920,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,24,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,0,POINT (12.560092241403135 55.669866451387385)
cykelstativ.1567,7781,2544,Halmtorvet,,Vesterbro-Kongens Enghave,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T14:07:26.656,2018-08-09T11:04:28.195,,fase 3,,,2,POINT (12.557744896130464 55.668866567430335)
cykelstativ.1568,4574,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.5574717581886 55.669038963310264)
cykelstativ.1569,4573,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.557225641259825 55.66890985172432)
cykelstativ.1570,4572,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.556717175697848 55.66866121516332)
cykelstativ.1571,4578,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.558141400206717 55.669068852057734)
cykelstativ.1572,4576,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.558370434992463 55.669510079609374)
cykelstativ.1573,4575,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.558339769177318 55.669489794147715)
cykelstativ.1574,6489,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På fortov,Andet,Ikke registreret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-31T15:26:08.471,2018-08-09T11:04:28.195,,,,,2,POINT (12.561548413331833 55.66911688198056)
cykelstativ.1575,6461,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,NO,På fortov,Andet,Ikke registreret,40,Ikke registreret,Offentligt,,2x10E+20D pladser,Digitaliseret manuelt,2017-01-31T10:59:14.129,2018-08-09T11:04:28.195,,,,,2,POINT (12.55939367542855 55.66956362583449)
cykelstativ.1576,7824,2544,Halmtorvet,,Vesterbro-Kongens Enghave,Noli,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-08-06T13:21:24.283,2018-08-09T11:04:28.195,,pulje,,,2,POINT (12.559019208200107 55.669529936979664)
cykelstativ.1577,6491,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,Ikke registreret,På plads,Andet,Ikke registreret,80,Ikke registreret,Offentligt,,4x20 pladser,Digitaliseret manuelt,2017-01-31T15:26:08.47,2018-08-09T11:04:28.195,,,,,2,POINT (12.562831160913191 55.6697329095847)
cykelstativ.1578,6487,2544,Halmtorvet,0,Vesterbro-Kongens Enghave,Ikke registreret,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-31T15:22:45.393,2018-08-09T11:04:28.195,,,,,2,POINT (12.55728309677953 55.66882187648306)
cykelstativ.1579,4056,2546,Halsskovgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,16,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (12.581505813435829 55.70747547593603)
cykelstativ.1580,4057,2546,Halsskovgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,24,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (12.581498683091855 55.70762666974368)
cykelstativ.1581,7070,2547,Halvtolv,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.6063640976005 55.67737827593525)
cykelstativ.1582,7066,2547,Halvtolv,,Indre By,Ikke registreret,På fortovsudvidelse,Enkeltsidet,Ikke registreret,35,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.60554260747551 55.67760550649582)
cykelstativ.1583,7067,2547,Halvtolv,,Indre By,Ikke registreret,På fortovsudvidelse,Dobbeltsidet,Ikke registreret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.605636948953087 55.67758089666475)
cykelstativ.1584,7065,2547,Halvtolv,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,30,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.602863567583894 55.678391729346764)
cykelstativ.1585,7068,2547,Halvtolv,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.605919972659517 55.677507066745314)
cykelstativ.1586,7064,2547,Halvtolv,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,30,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.602757336541215 55.67816120988851)
cykelstativ.1587,7069,2547,Halvtolv,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.606040172811259 55.67738561937584)
cykelstativ.1588,5009,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.574757398243857 55.67081510354431)
cykelstativ.1589,5011,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.574684777744515 55.670790912715105)
cykelstativ.1590,5010,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.574720647523934 55.67080246828457)
cykelstativ.1591,5006,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.574967534385392 55.67084589638023)
cykelstativ.1592,5007,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.574905247975167 55.67084063806571)
cykelstativ.1593,5008,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.574866976877553 55.670828489334056)
cykelstativ.1594,5005,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.575049163906558 55.67086164449675)
cykelstativ.1595,5004,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.575132885106287 55.67087887910748)
cykelstativ.1596,5003,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,2548,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.575196656439285 55.670891831708325)
cykelstativ.1597,6492,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret,,Grønt,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.57501353185439 55.67085486999346)
cykelstativ.1598,5002,2548,Hambrosgade,0,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret,,Grønt,Digitaliseret manuelt,2012-02-10T07:58:55,2018-08-09T11:04:28.195,,,,,2,POINT (12.575253714884573 55.67090409572041)
cykelstativ.1599,1191,2552,Hamletsgade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,16,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.545553919047194 55.70182596902029)
cykelstativ.1600,1203,2552,Hamletsgade,0,Nørrebro,Model 32,På fortov,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.54486210225963 55.701470769168644)
cykelstativ.1601,1201,2552,Hamletsgade,0,Nørrebro,Model 32,På fortov,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.545042742086874 55.70156436743946)
cykelstativ.1602,1204,2552,Hamletsgade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.544789411437797 55.70143139552939)
cykelstativ.1603,1200,2552,Hamletsgade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.5452368088387 55.701646206312375)
cykelstativ.1604,1194,2552,Hamletsgade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.545405475824564 55.701742926193134)
cykelstativ.1605,1188,2552,Hamletsgade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,12,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.546359120977002 55.70227802548981)
cykelstativ.1606,456,2560,Hammerensgade,0,Indre By,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-05T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.590166499509014 55.68825952247906)
cykelstativ.1607,6610,2560,Hammerensgade,0,Indre By,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-05T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.59080807734184 55.68835956007647)
cykelstativ.1608,7722,2560,Hammerensgade,,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-05T14:08:28.03,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.590212873118015 55.68827982492379)
cykelstativ.1609,6842,2560,Hammerensgade,,Indre By,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (12.590084460588928 55.68813071986018)
cykelstativ.1610,453,2560,Hammerensgade,0,Indre By,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-05T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.59098855012813 55.6884481964492)
cykelstativ.1611,451,2560,Hammerensgade,0,Indre By,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-05T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.591370840618392 55.68859788031135)
cykelstativ.1612,454,2560,Hammerensgade,0,Indre By,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-05T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.590634060642193 55.68843445269463)
cykelstativ.1613,455,2560,Hammerensgade,0,Indre By,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-05T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.590722733039488 55.68827376315645)
cykelstativ.1614,4804,2560,Hammerensgade,0,Indre By,Andet,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.590927758776468 55.68854105934083)
cykelstativ.1615,2198,2564,Hammerichsgade,0,Indre By,NO,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Privat, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,0,POINT (12.564476114268572 55.67811694202346)
cykelstativ.1616,2201,2564,Hammerichsgade,0,Indre By,NO,På facade,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Privat, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,0,POINT (12.564247019764652 55.67793445468043)
cykelstativ.1617,3837,2568,Hammershusgade,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,15,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.561747290255035 55.7071809857302)
cykelstativ.1618,1367,2588,Hans Egedes Gade,0,Nørrebro,NO,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.54540004639993 55.68791027235747)
cykelstativ.1619,1370,2588,Hans Egedes Gade,0,Nørrebro,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-07-15T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.545101859283902 55.68843821796521)
cykelstativ.1620,7330,2592,Hans Knudsens Plads,,Østerbro,Noli,Ikke registreret,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-16T10:37:12.836,2018-08-09T11:04:28.195,2013,fase2,,+Way,2,POINT (12.560189377968625 55.713067677736205)
cykelstativ.1621,5844,2592,Hans Knudsens Plads,0,Østerbro,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,36,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,0,POINT (12.559786854830643 55.71490294914712)
cykelstativ.1622,822,2592,Hans Knudsens Plads,0,Østerbro,Andet,På plads,Enkeltsidet,Vinkelret,18,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56107198860931 55.712831668258694)
cykelstativ.1623,824,2592,Hans Knudsens Plads,0,Østerbro,Andet,På plads,Enkeltsidet,Andet,12,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.560397814253744 55.712671165483734)
cykelstativ.1624,823,2592,Hans Knudsens Plads,0,Østerbro,Andet,På plads,Enkeltsidet,Vinkelret,18,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.561002479428321 55.712906506854765)
cykelstativ.1625,1380,2604,Hans Tavsens Gade,0,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.550840158671136 55.68736458426445)
cykelstativ.1626,5807,2604,Hans Tavsens Gade,0,Nørrebro,Noli,På fortovsudvidelse,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2015-08-12T08:55:21.551,2018-08-09T11:04:28.195,,,,,0,POINT (12.550539863074981 55.68761747176821)
cykelstativ.1627,5808,2604,Hans Tavsens Gade,0,Nørrebro,Noli,På fortovsudvidelse,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2015-08-12T08:55:53.958,2018-08-09T11:04:28.195,,,,,0,POINT (12.549571887358145 55.687979083417595)
cykelstativ.1628,1379,2604,Hans Tavsens Gade,0,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.550783976363157 55.687388793416375)
cykelstativ.1629,1435,2620,Haraldsgade,0,Nørrebro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.55000877648858 55.70435442967502)
cykelstativ.1630,815,2620,Haraldsgade,0,Østerbro,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.557023607464771 55.70828193518461)
cykelstativ.1631,1433,2620,Haraldsgade,0,Nørrebro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.550199241382838 55.70445956056015)
cykelstativ.1632,1434,2620,Haraldsgade,0,Nørrebro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.550140217609455 55.704427080476115)
cykelstativ.1633,7136,2620,Haraldsgade,,Nørrebro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.558410089044989 55.7087019805872)
cykelstativ.1634,1436,2620,Haraldsgade,0,Nørrebro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.54994981941625 55.70431823100658)
cykelstativ.1635,1437,2620,Haraldsgade,0,Nørrebro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549820826224511 55.70424429620994)
cykelstativ.1636,816,2620,Haraldsgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.558726312259688 55.708824968572934)
cykelstativ.1637,7092,2632,Hardangergade,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,24,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,POINT (12.589656177084509 55.697256444981356)
cykelstativ.1638,1828,2644,Hareskovvej,0,Brønshøj-Husum,NO,På plads,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-20T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.508768100659406 55.70903171521804)
cykelstativ.1639,5326,2676,Hausergade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt, ,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.575013519032979 55.68290534999515)
cykelstativ.1640,5325,2676,Hausergade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt, ,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.574842982007441 55.682868989387046)
cykelstativ.1641,327,2676,Hausergade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt, ,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.574643858115309 55.68282297447176)
cykelstativ.1642,331,2676,Hausergade,0,Indre By,Model 32,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Offentligt, ,Tvivl om det er KK´s inventar,Ikke registreret,2001-07-17T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.574940174414223 55.68280343862797)
cykelstativ.1643,330,2676,Hausergade,0,Indre By,Model 32,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Privat, ,Tvivl om det er KK´s inventar,Ikke registreret,2001-07-17T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.574854103358524 55.68278400193738)
